Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104811_P006_WF09	0	420	189	0	276	0	261	1131	1458	813	0	894	627	0	2589	1131	0	2361	0	0	489	441	1173	0	0	1548	168	0	291	0	519	579	0	0	0	0	1497	228	684	378	579	0	1545	1398	0	984	657	1998	378	0	336	987	297	0	687	810	294	741	0	0	969	381	0	0	1395	1272	990	0	459	336	0	795	0	0	333	1413	168	1791	282	1086	1380	930	192	93	219	564	1659	1833	0	0	531	0	0	1035	957	684	657	441	0	0	0	264	1023	594	0	498	840	486	1944	525	645	192	0	0	891	0	267	765	0	1338	816	288	0	0	0	912	0	0	0	390	609	0	0	0	0	639	0	816	369	1137	777	1284	1317	1014	654	162	924	1548	210	1215	0	0	0	0	1359	591	0	0	0	1125	1518	0	0	1701	0	297	0	0	0	1446	351	987	0	507	867	267	0	600	1776	1953	507	264	1260	342	873	0	1560	1173	0	0	0	579	1749	762	780	789	2013	354	1179	0	1107	903	783	519	855	1947	0	0	0	687	585	1299	2265	948	1281	1350	864	0	0	0	345	471	210	0	498	1494	0	4041	315	474	570	837	1074	906	1005	1185	0	729	999	870	0	0	585	1053	0	717	552	1437	0	0	1065	363	0	420	1221	0	741	1857	822	1500	387	822	1305	564	699	0	159	387	1338	681	1818	0	1719	0	816	621	555	600	0	0	186	798	489	1635	621	0	843	0	789	234	603	0	0	714	0	468	0	540	0	1146	0	1269	873	204	0	285	141	0	918	1434	927	252	0	0	252	0	0	243	1179	627	924	0	0	765	0	825	0	0	0	1071	0	0	1194	987	0	297	1287	0	726	0	0	600	1992	564	1080	0	1422	1389	1695	192	330	693	0	633	0	0	1401	1395	1401	1188	261	0	0	360	0	270	0	0	207	930	339	2193	363	480	378	702	648	0	312	0	1557
FMN_104811_P006_WF10	0	531	525	0	468	0	156	1095	1458	813	0	546	627	0	2586	1176	0	2358	0	435	492	429	1263	0	0	1524	168	0	549	0	621	390	288	0	306	0	1494	228	630	378	684	1128	1185	1467	0	1062	759	1791	378	0	336	294	297	0	687	519	231	663	0	0	882	381	0	0	1509	1272	990	0	324	297	0	798	0	339	414	1413	168	1791	282	1167	1485	930	84	135	219	558	1659	1833	0	0	531	0	258	981	1203	681	660	441	201	0	0	369	1209	729	0	585	870	531	1941	474	648	69	0	0	978	441	267	699	0	1446	816	288	351	0	0	978	0	0	0	462	651	705	426	0	0	654	0	816	405	1224	777	1305	1317	1020	351	75	894	1560	156	1287	0	0	0	0	1359	591	0	0	0	1032	1356	675	0	1608	0	267	0	0	0	1437	351	984	252	462	1377	267	717	600	1776	1938	507	264	1359	342	1254	183	1503	1161	0	0	0	528	1731	1122	765	900	1650	354	1002	0	1110	903	0	519	846	1950	0	0	0	807	591	1299	2265	969	1218	1359	807	333	150	0	414	336	0	252	495	1188	0	4014	315	279	558	702	1062	906	1017	1194	0	705	996	870	0	0	588	1053	255	711	543	1437	0	0	1011	846	0	378	1179	0	606	1857	831	1797	345	822	1305	564	747	0	0	642	1149	681	1941	0	1719	759	816	642	501	603	0	0	186	912	477	1635	621	0	771	0	840	255	525	0	0	1155	0	318	0	609	0	1083	339	1119	1134	165	0	357	141	0	927	1434	864	444	0	0	249	0	0	87	909	516	924	0	0	729	0	867	0	600	123	1071	0	384	1191	984	0	210	1146	0	723	201	0	387	1980	612	1224	0	1527	1389	2049	396	345	693	0	900	147	0	1410	1395	1407	1188	450	0	120	360	0	222	0	0	207	1020	339	1737	363	471	414	651	648	0	339	0	1680
FMN_104811_P006_WG05	0	531	606	0	363	0	432	1089	1458	807	231	462	627	0	2586	978	0	2358	0	435	441	354	1266	498	0	1437	168	0	333	0	519	453	279	504	0	198	1494	210	657	378	687	1128	1164	1368	0	903	684	1791	642	0	336	369	297	0	675	732	228	687	0	0	675	435	0	0	1509	1272	990	0	324	336	0	831	0	270	339	1413	168	1791	528	1248	1152	930	0	174	219	561	1659	1833	0	0	588	0	0	981	1203	414	660	441	0	0	0	267	1062	501	0	495	909	543	1944	441	645	129	0	0	903	348	267	447	0	1353	816	288	0	0	0	876	0	0	237	459	573	729	471	0	378	654	0	642	327	1245	777	1122	1317	1032	354	0	486	1557	201	1215	0	0	0	0	1359	591	0	0	0	1032	1383	435	0	1521	0	360	0	195	0	1293	351	987	252	396	714	267	354	600	1776	1959	507	252	1263	342	1254	183	1503	834	0	0	0	573	1599	756	528	1038	1545	354	1185	0	1065	720	435	519	1023	1947	0	333	0	858	525	1299	2262	963	1197	1359	807	438	246	0	270	321	0	0	507	1203	0	4143	294	429	330	837	993	906	951	1197	0	765	999	870	0	0	585	684	0	711	555	1437	0	0	1029	363	0	378	963	0	618	1860	966	930	345	774	1305	558	726	0	201	378	1149	681	2013	0	1719	702	747	345	507	600	0	0	0	681	489	1635	621	363	843	0	678	234	576	0	0	714	0	618	180	609	0	1062	0	1119	1137	165	0	327	141	0	927	1434	798	498	0	0	210	0	0	195	1425	561	924	0	0	744	0	720	0	441	0	1071	0	195	1191	1185	0	600	1242	0	648	204	0	210	1968	504	1122	0	1533	1389	2037	291	0	564	120	660	0	0	1410	1395	1410	1185	408	0	0	360	261	222	0	0	207	930	339	2193	366	423	363	543	648	0	273	0	1530
FMN_104811_P006_WG06	0	531	642	0	108	0	0	1119	1458	783	0	483	627	0	2586	1176	0	2361	0	495	450	453	1212	0	0	837	159	0	0	0	519	582	519	0	0	0	1494	222	591	378	576	471	1185	1212	0	1062	753	2001	378	0	372	372	297	0	687	729	228	750	0	0	876	459	0	0	1560	1272	990	0	459	336	0	903	0	438	339	1413	174	1773	561	1152	1389	930	0	135	219	0	1659	1833	0	0	663	0	0	978	1209	414	660	441	0	0	351	483	1197	477	0	570	900	633	1938	726	642	189	0	0	966	0	267	765	0	1164	816	288	0	0	0	864	0	0	0	471	570	489	471	0	507	291	0	870	390	1236	777	1308	1317	978	417	0	912	1563	0	1218	0	0	0	0	1362	591	0	0	0	1245	1359	498	0	1596	0	288	0	219	0	1443	351	1074	0	507	837	267	354	600	1728	1938	507	264	1338	342	1368	0	1503	1167	0	0	0	780	1599	909	1035	528	1656	354	1095	0	1110	966	0	519	798	1953	0	0	168	720	588	1296	2262	948	1128	1359	1005	618	0	0	414	441	0	0	507	1413	0	3975	471	0	555	837	1080	906	987	1197	0	705	996	870	0	0	585	1053	285	711	540	1437	0	0	1122	363	0	393	1137	0	618	1857	825	1788	429	822	1305	564	879	0	189	213	1293	681	2130	0	1722	0	810	642	528	600	0	0	222	768	552	1635	960	339	666	0	837	0	570	0	0	1155	0	0	0	609	0	978	201	1155	1203	165	0	285	147	0	942	1434	1389	438	0	0	252	0	0	0	1188	597	924	0	0	768	0	1035	0	633	228	1059	0	0	1191	1140	0	0	1320	0	729	204	0	216	1965	609	894	0	1434	1389	2049	324	0	693	0	783	0	0	1404	1404	1407	1188	375	0	0	360	0	222	0	0	0	930	330	2268	363	483	549	702	648	0	0	0	1707
FMN_104811_P006_WG10	75	363	0	0	363	0	0	1056	1458	807	195	0	621	0	2568	1176	0	2361	0	0	492	264	1269	0	0	1548	168	0	0	0	624	678	0	0	0	0	1494	270	678	225	579	486	1530	1266	0	1023	684	1836	372	0	336	390	297	0	687	630	0	681	0	0	807	261	0	0	1509	1272	990	0	324	336	0	738	0	0	333	1404	168	1791	333	1161	1311	930	0	93	219	672	1659	1833	0	0	642	0	0	981	1152	396	654	441	201	0	345	273	1059	609	0	498	540	558	1944	441	639	69	0	0	951	483	267	618	0	1164	726	288	0	0	0	678	0	0	0	309	0	0	477	228	363	621	0	720	363	1134	777	978	1317	1023	354	162	912	1563	267	1215	0	0	0	213	1359	591	0	0	0	1032	1533	498	0	1701	0	228	0	0	0	1377	351	987	0	507	789	267	354	600	1776	1959	507	264	1287	342	1254	183	1503	1173	0	309	0	717	1659	1254	690	804	2136	354	1083	0	1110	903	0	519	726	1947	0	0	0	690	477	1299	2268	699	1077	1350	1050	288	0	291	261	294	0	0	495	1413	0	4089	0	426	429	777	987	906	948	1185	0	705	996	870	0	0	585	1053	0	711	561	1437	0	0	978	363	0	378	1107	0	615	1857	801	1248	354	720	1305	558	726	0	0	447	1338	681	1884	0	1719	1059	747	345	528	600	0	0	0	807	636	1635	621	402	624	0	816	414	561	0	0	714	0	627	180	345	0	1023	306	1212	1134	162	0	360	141	0	945	1434	897	219	0	0	210	0	0	87	1098	447	924	0	0	753	0	828	0	339	126	1005	0	0	1194	933	0	297	1287	0	876	201	0	414	1974	528	1071	0	1446	1389	2049	324	0	552	0	654	0	0	1401	1395	1407	1188	351	0	258	360	0	222	0	0	207	930	339	2199	312	423	420	693	648	348	270	0	1581
FMN_104811_P006_WH02	0	372	339	222	360	141	456	1266	1455	765	0	1032	534	0	2526	1062	234	2616	0	0	489	531	1260	534	0	1578	159	0	540	0	669	831	210	546	537	0	1494	555	690	378	864	0	648	1773	702	792	837	1638	378	0	558	627	438	369	435	738	0	648	0	0	369	468	0	0	1398	1272	981	0	318	426	318	681	228	648	432	1407	321	1773	639	1071	1056	786	0	183	219	558	1404	1539	1695	0	681	0	0	1023	1212	681	666	444	0	0	345	261	1437	612	0	561	429	408	1941	858	642	582	0	0	945	0	258	765	0	1602	816	288	477	0	0	966	0	0	0	303	0	0	537	273	621	666	0	903	444	1062	813	1305	1164	1011	354	246	918	1632	0	1212	0	0	0	0	1368	591	0	0	0	1332	1128	429	0	1506	0	609	0	282	0	1437	246	1086	0	507	1386	267	354	591	1725	1941	528	510	1257	342	1251	675	1554	828	0	0	381	423	1758	1212	1464	1149	2268	351	1095	0	1107	1104	0	465	1089	2019	0	402	0	831	378	1224	2253	1206	1269	1338	996	0	249	165	258	351	396	300	507	1410	0	4116	459	246	546	972	1080	945	963	1200	0	768	966	870	525	285	585	1026	360	729	525	1428	0	318	1194	417	0	378	858	459	618	1821	801	1542	345	552	1323	567	699	207	0	540	1383	672	2061	0	1707	1908	744	642	528	591	0	0	156	759	0	1641	615	390	843	0	996	306	417	0	0	708	0	414	180	603	0	1467	687	1089	1464	615	630	306	0	0	939	1248	1632	213	0	0	138	249	0	0	2091	759	747	0	0	744	0	642	0	711	345	1815	0	0	1194	375	0	0	1551	597	834	204	0	813	1971	390	843	0	1572	1389	2043	465	0	414	123	507	540	0	1140	1392	2358	1188	366	0	405	357	0	165	0	0	207	1296	471	2187	357	483	468	696	564	0	0	0	1695
FMN_104811_P006_WH03	0	252	0	0	267	0	0	879	1458	795	0	0	474	0	2604	1131	0	2361	0	0	492	378	1035	0	0	1425	159	0	0	0	522	306	0	0	0	0	1494	201	510	153	642	0	1302	1104	0	696	684	1902	378	0	222	435	297	0	675	690	225	606	0	0	372	327	0	0	1395	1272	990	0	66	330	330	660	0	0	276	1413	168	1326	0	1134	1152	924	0	0	219	201	1662	1833	0	0	405	0	0	984	1041	405	657	441	0	0	0	273	780	390	159	393	771	447	1944	441	645	69	0	0	933	0	258	393	0	1233	624	288	0	0	0	666	0	0	0	309	0	555	237	0	0	306	0	699	369	423	777	717	1113	912	354	0	903	1569	234	1218	0	0	0	0	1365	591	0	0	0	1032	1221	513	0	915	0	564	0	0	0	1317	324	972	0	276	492	267	312	600	1521	1956	459	234	1230	0	885	363	1560	834	0	0	0	447	1629	780	555	393	1536	354	891	0	1104	612	0	645	564	1908	0	0	0	519	408	1299	1152	795	921	1359	705	0	0	0	411	291	132	222	450	1317	0	3720	0	246	357	723	993	858	951	1044	0	606	1002	870	0	0	579	999	0	696	540	1437	0	0	861	279	0	378	966	0	609	1818	828	636	336	792	1308	564	699	108	0	0	1029	681	1731	0	1722	0	657	198	387	600	0	0	120	681	294	1635	621	297	657	0	708	0	381	0	0	714	0	0	0	330	0	864	186	1125	1143	78	0	204	141	0	756	1314	450	0	0	0	162	0	0	0	789	429	801	0	0	681	0	831	0	0	180	573	0	0	1194	852	0	0	1152	0	732	204	0	0	1890	504	900	0	1059	1392	2049	255	0	690	0	318	0	0	1137	1398	1020	1188	0	0	0	0	0	222	0	0	0	702	339	2154	0	423	462	432	648	0	0	0	1338
FMN_104811_P006_WH05	72	531	606	0	339	0	312	1083	1458	813	240	642	627	0	2583	1176	0	2361	0	438	492	534	1254	0	0	1548	156	0	378	0	606	375	0	495	312	0	1494	213	684	378	660	0	1032	1098	0	993	750	1935	378	0	372	525	297	0	687	708	228	750	0	0	828	381	0	0	1503	1272	990	0	324	411	327	837	0	0	339	1413	168	1791	189	1191	1323	879	84	93	219	555	1659	1833	0	0	519	0	0	987	1173	399	660	441	201	0	348	267	1197	351	0	501	900	582	1944	549	642	192	0	0	864	345	267	642	0	1164	624	288	0	123	0	900	0	0	0	462	597	717	468	0	288	306	0	903	567	1131	777	1305	1317	1038	354	117	918	1563	0	1218	0	0	0	0	1362	591	0	0	0	1125	1446	402	0	1521	0	267	0	0	0	1446	351	987	294	468	774	267	354	600	1776	1959	507	324	1269	342	1251	0	1503	1167	0	0	447	780	1599	855	1002	966	1941	354	1167	0	1116	906	0	519	726	1944	0	0	456	768	591	1299	2268	855	1344	1359	828	369	0	0	408	471	132	0	480	1203	0	2730	315	333	597	837	993	906	1044	1197	0	777	993	870	0	0	585	1053	0	711	561	1437	0	0	1140	363	0	384	1215	0	666	1857	822	1503	420	843	1308	564	747	0	138	0	1338	681	2007	0	1722	1017	723	360	528	600	0	0	174	969	444	1635	621	396	840	0	837	0	633	0	0	1203	0	0	0	609	0	1077	639	1233	1194	204	519	285	141	0	942	1434	810	396	0	0	252	0	0	0	918	498	924	0	0	765	0	924	0	0	351	1053	0	186	1191	936	0	0	1287	0	810	201	0	195	1986	609	1050	0	1506	1389	2049	441	0	564	117	645	0	0	1137	1401	1407	1188	0	0	0	360	0	261	0	0	207	1020	339	2208	366	495	474	645	648	0	0	0	1476
FMN_104811_P006_WH06	72	390	528	0	108	0	276	1086	1458	780	0	504	627	0	2580	975	0	2361	0	438	432	438	1263	0	0	1509	159	0	0	0	519	375	0	141	0	0	1494	147	630	378	579	0	1185	1542	0	798	711	1953	378	201	366	315	297	0	687	495	270	750	0	0	675	381	0	0	1509	1272	990	0	456	336	312	837	0	0	414	1413	198	1791	348	1197	1188	903	0	93	219	441	1659	1833	0	0	675	0	0	978	978	414	660	441	0	0	0	267	1188	696	0	516	834	525	1938	525	642	174	0	0	927	0	267	561	0	1164	816	288	0	0	0	900	0	0	276	390	648	594	546	0	0	450	0	687	561	1233	777	1308	1317	978	387	0	912	1563	0	1212	0	0	0	0	1368	591	0	0	0	1032	1347	414	0	1626	0	288	0	0	0	1446	351	987	252	357	843	267	354	600	1776	1959	507	264	1269	342	858	231	1503	834	0	0	0	717	1599	966	858	891	1920	354	1131	99	1104	723	0	519	822	1953	0	0	0	762	591	1296	2262	915	1116	1359	864	393	0	222	411	453	183	0	495	1263	0	4005	345	303	465	666	1080	906	951	1197	0	705	1002	870	0	0	573	1053	210	711	540	1437	0	0	1002	363	0	384	1188	0	618	1857	834	1503	420	807	1305	564	726	0	303	0	1248	681	1932	0	1722	1755	747	474	528	600	0	0	171	720	531	1635	621	399	669	0	837	252	513	0	0	714	0	465	0	609	0	978	339	1119	1209	204	0	285	141	0	891	1434	717	0	0	0	219	0	0	0	603	561	924	0	0	753	0	735	0	501	255	804	0	0	1191	936	0	315	1383	0	729	204	0	216	1965	609	1251	0	1488	1389	2049	276	0	552	0	774	0	0	1404	1389	1407	1188	0	0	255	360	0	222	0	0	204	930	339	2175	321	423	453	702	648	0	0	0	1470
FMN_104811_P006_WH08	0	531	504	0	108	0	0	1029	1458	792	144	462	615	0	2556	984	0	2361	0	390	399	330	1104	0	0	1437	159	81	0	0	519	375	0	0	0	0	1494	159	594	378	579	765	1017	1062	0	444	675	1281	378	0	336	273	297	0	687	444	228	693	0	0	819	348	0	0	1491	1272	990	0	459	336	0	669	0	0	276	951	198	1602	387	1086	1152	930	84	93	219	291	1629	918	0	0	462	0	0	978	1212	414	660	441	0	0	315	291	1119	270	0	417	852	378	1944	441	642	69	0	0	777	0	267	576	0	1164	756	288	0	0	0	768	0	0	0	312	648	405	477	0	363	291	0	681	447	1053	777	1281	1317	966	354	90	912	1563	0	1218	0	0	0	0	1362	591	0	0	0	1032	1359	336	0	1521	0	243	0	0	0	1401	351	987	294	267	660	267	348	600	1728	1938	507	264	1356	321	1395	0	1503	1173	0	0	0	780	1599	777	825	633	987	354	954	0	996	903	0	519	726	1953	0	0	213	762	534	1296	2262	861	873	1359	768	570	0	297	414	402	132	0	480	1302	0	1875	333	222	402	666	993	906	951	1197	0	720	996	870	0	0	468	1050	210	684	459	1437	0	0	1155	363	0	384	1059	0	618	1854	834	1503	354	690	1305	564	720	0	159	0	1320	681	1830	0	1722	528	747	375	528	600	0	0	177	681	528	1635	621	273	624	0	837	0	462	0	0	714	0	0	0	609	0	978	351	1071	990	165	0	285	276	0	861	1287	567	0	0	0	252	0	0	0	1428	387	924	0	0	750	0	807	0	459	228	723	0	222	681	870	0	0	1281	0	813	204	0	216	1965	549	861	0	1482	1389	2049	177	0	564	0	558	0	0	1131	1371	1407	1188	174	0	0	360	0	192	0	0	0	930	339	2175	264	423	291	606	633	0	0	0	1518
FMN_104811_P007_WB09	0	198	0	171	306	138	240	999	1455	765	0	0	624	0	2514	627	264	2358	0	0	396	312	1254	198	0	1458	102	0	252	0	519	345	312	543	363	123	1371	111	399	246	579	621	705	1023	252	450	444	1635	333	285	333	180	297	204	435	201	0	636	0	0	270	180	0	0	1431	1272	585	0	321	213	324	675	270	585	309	1182	165	1539	156	942	1056	786	0	93	219	372	1404	1539	1011	0	396	0	0	654	756	453	678	444	0	0	0	264	903	399	159	234	498	348	1941	339	642	117	0	0	747	0	258	588	0	1176	816	288	0	0	0	525	0	0	0	303	480	0	306	324	447	618	0	507	246	705	777	1194	1164	636	204	0	903	1632	0	1212	0	0	0	321	1350	591	0	0	0	1047	651	180	0	1005	0	201	0	123	81	1398	198	846	177	285	660	267	186	591	1506	1941	384	261	1326	342	600	564	1497	828	0	0	321	234	1701	663	540	357	1770	351	828	0	573	723	0	465	762	1974	0	309	0	732	378	750	1134	561	978	1194	603	321	0	261	258	297	210	300	432	1158	0	3444	207	156	240	666	993	906	900	1197	0	627	966	870	351	234	510	912	0	654	351	1428	0	255	732	150	0	378	597	369	459	1755	801	1293	255	354	1326	567	546	0	0	405	951	681	1647	0	1665	516	723	339	387	606	0	0	150	606	0	1641	615	183	666	0	840	156	417	0	0	678	0	417	180	501	0	978	249	507	1056	300	159	201	141	0	936	822	447	162	195	0	114	0	0	0	1035	414	735	0	0	750	0	540	0	231	0	1062	0	192	567	642	0	291	879	360	591	204	0	288	1971	285	489	0	888	1389	1866	276	0	384	0	141	357	0	1137	1398	798	723	189	0	258	357	219	171	0	0	0	1035	339	1734	255	423	249	435	564	0	0	0	1458
FMN_104811_P007_WE03	0	378	0	0	0	0	372	1050	1458	813	0	624	627	0	2595	924	0	2361	0	0	297	315	654	0	0	1437	168	0	153	0	519	375	0	0	0	0	1494	153	606	225	579	258	1032	1374	0	945	663	1920	318	0	336	234	297	0	687	345	228	513	0	0	372	327	0	0	1506	1272	990	0	228	336	0	606	0	0	321	1413	168	1515	180	1047	1197	879	150	93	171	342	1659	1833	0	0	444	0	0	939	1203	399	651	441	0	0	0	231	792	174	0	441	324	393	1944	339	645	69	0	0	900	0	267	522	0	1284	786	288	0	0	0	762	0	0	0	324	0	453	0	0	0	306	0	633	354	570	768	825	1317	1014	354	162	924	1548	0	1212	0	0	0	0	1359	591	0	0	0	1038	1191	0	0	1701	0	171	0	0	0	1353	351	951	0	330	477	267	186	600	1767	1953	441	264	1272	321	819	0	1503	702	0	0	0	426	1632	666	606	0	1545	324	543	0	996	720	0	519	666	1995	0	0	0	588	408	1299	2274	633	1011	1350	651	261	0	0	270	354	0	0	495	1068	0	3801	0	246	357	666	987	906	882	1185	0	618	1002	870	0	0	585	678	0	702	474	1437	0	0	852	363	0	375	921	0	531	1857	822	1500	306	723	1314	564	699	0	120	333	999	681	1686	0	1719	0	723	345	447	600	0	0	0	681	234	1635	621	252	405	0	837	159	414	0	0	714	0	243	0	213	0	885	0	732	972	129	0	285	141	0	816	1434	780	183	0	0	198	0	0	81	930	240	906	0	0	759	0	672	0	0	0	1008	0	0	1194	786	0	0	1248	0	600	0	0	213	1992	504	900	0	1293	1389	2049	168	249	621	0	393	0	0	1137	1395	1404	1188	0	0	0	360	0	0	0	0	207	930	339	2181	264	219	0	507	639	0	114	0	1338
FMN_104811_P007_WH07	72	186	105	0	243	0	195	1026	1458	810	0	327	474	0	2580	471	0	2361	0	426	297	249	1152	153	0	837	159	126	0	0	516	234	0	0	0	0	1494	0	516	153	579	297	615	1023	0	849	603	1659	291	0	336	174	297	0	672	492	0	501	0	0	372	279	0	0	729	1272	990	0	135	369	327	633	0	279	210	1416	165	1470	120	1089	1053	855	84	93	219	177	1659	1542	414	0	405	0	258	714	1158	213	672	495	96	0	180	267	1104	114	0	261	351	393	1944	363	645	69	0	0	606	0	264	429	0	567	0	288	0	0	0	894	0	0	0	309	534	0	363	0	261	252	0	390	264	462	777	753	1317	1032	354	150	900	1575	0	1215	0	0	0	0	1359	591	0	0	0	1029	1017	279	0	1521	0	204	0	0	0	894	165	927	186	171	597	267	348	573	1377	1971	441	165	1257	321	504	0	1503	834	0	0	0	780	1623	663	744	804	927	342	537	0	1107	669	0	504	687	1995	0	0	0	648	408	1296	2265	744	1011	1359	630	477	0	168	411	0	132	0	336	1071	0	3801	0	246	402	555	987	906	888	1368	0	657	993	870	0	0	450	561	0	732	366	1437	0	0	783	279	0	378	657	366	537	1857	828	1293	0	438	735	564	726	0	0	234	1005	681	1572	0	1710	537	663	345	387	606	0	0	0	609	336	1635	621	264	630	0	663	0	291	0	0	714	0	354	180	270	0	792	0	1032	1005	84	0	282	141	0	921	1266	390	219	0	183	117	0	0	0	771	279	471	0	0	675	0	654	0	387	126	579	0	0	819	789	0	0	1152	0	579	0	0	159	1962	504	906	0	1221	1389	2049	120	0	420	123	396	0	0	1410	1395	1407	1188	0	0	0	360	342	222	0	0	0	702	351	2097	264	423	255	366	333	0	0	0	537
FMN_104811_P007_WH08	72	234	279	0	228	0	195	987	1422	810	0	357	399	0	915	471	0	1245	0	438	237	204	1041	273	0	1422	156	150	0	0	519	192	0	216	0	0	1371	0	495	153	579	354	651	603	0	795	489	1629	291	0	243	174	297	0	672	333	0	483	0	0	264	255	0	0	558	1272	990	0	135	255	327	486	0	255	135	1416	168	1422	120	978	1053	531	84	93	219	177	1659	1542	258	0	402	0	0	675	840	213	672	441	96	0	0	237	1014	114	0	288	318	306	1947	390	633	69	0	0	642	0	258	342	0	1227	0	288	0	0	0	639	0	0	0	309	0	0	279	0	264	252	0	390	225	327	771	717	1317	606	354	120	432	1575	0	1215	0	0	0	0	1359	345	0	0	0	999	939	279	0	495	0	267	0	0	0	1320	165	462	228	174	573	267	348	600	1308	1971	384	246	1257	321	405	120	1503	834	0	0	0	426	1632	663	498	738	789	327	636	0	1107	609	0	519	498	1995	0	0	0	522	408	822	1146	360	948	1305	630	312	0	216	414	144	102	0	423	720	0	3681	0	156	357	555	603	906	462	1194	0	510	993	870	0	0	342	399	0	423	351	1437	0	0	501	279	0	378	642	195	459	1857	828	852	0	438	1317	564	540	0	0	213	963	681	1419	0	564	699	657	270	387	606	0	0	0	609	264	1635	606	243	630	0	501	0	381	0	0	714	0	240	180	213	0	837	0	513	996	78	0	276	141	0	798	1245	189	144	0	99	147	0	0	0	369	240	498	0	0	672	0	321	0	174	126	588	0	0	696	753	0	0	1152	0	579	0	0	177	1032	504	906	0	1254	675	2049	120	0	327	0	357	141	0	891	1395	1386	531	0	0	0	360	327	165	0	0	0	702	351	2007	225	201	270	414	648	189	0	0	1314
