Species	6733	TC01G007130	6958	TC01G019250	6978	5264	5354	AT1G48520	AT3G02760	6363	TC03G023900	TC04G028160	5449	TC02G024400	NM_179236.3	5913	5513	TC02G003180	6631	AT5G64370	6274	6875	4691	4992	TC01G002420	5104	6860	4954	6882	5398	5123	5116	5335	AT5G50280	7371	6050	AT3G53700	7241	5347	5958	6148	6216	5463	6995	5434	AT3G10150	6557	5477	5865	6150	5454	7194	6641	AT3G54090	TC06G011670	6507	7363	NM_148067.4	5866	6620	5489	6130	6946	6532	5634	4951	6265	5772	AT3G04880	6705	6064	6420	6864	KT377094.1	AT5G40440	4471	AT5G08530	AT3G59040	6483	5064	6962	AT5G21070	TC05G022880	5426	AT3G46610	TC06G020780	6538	7324	6401	6531	6639	AT2G31240	5594	5427	4793	7577	6318	6785	6732	6282	AT4G39520	7336	AT5G57930	5464	6825	5469	5260	5644	7141	6098	TC04G026920	6969	AT1G02020	5933	5816	5554	AT4G00740	6487	6636	TC03G001430	TC04G030670	4802	TC01G040040	AT4G33945	TC09G007890	TC01G019030	5919	6913	4724	TC09G034320	AT3G54690	6139	5090	TC03G010340	TC05G008010	6379	5926	7602	6533	5220	6570	6565	6601	5821	7333	5842	TC08G013000	5536	7583	AT2G33630	TC05G005750	6492	TC07G000920	5716	6459	7028	5980	6320	AT5G02860	6048	6270	5339	5977	6366	5326	6909	AT2G35790	5318	4942	TC00G083870	KT377070.1	5343	5355	AT3G26782	AT5G13400	TC05G024510	5815	5406	TC01G005310	TC04G015820	5941	AJ133743.1	6859	5664	5273	5770	5614	TC01G033670	4848	TC04G030490	AT1G65380	4889	6848	6540	7325	6407	TC00G047210	TC06G006880	6412	5942	TC09G025650	5945	6977	5859	6439	6056	AT3G56460	TC09G026260	6175	7135	TC07G011130	5791	TC02G006310	6933	7273	AT1G17160	6791	6448	6506	TC02G009310	5162	6563	5936	4890	6792	AT5G13630	TC03G028600	6041	6924	6227	6238	NM_113708.2	7111	6979	5857	6854	6198	6378	5849	5188	6955	KT377086.1	5596	5328	5163	5660	7136	6782	5531	6072	6393	6780	TC02G004290	5949	5599	AT4G15420	6552	5910	6387	4796	6034	6221	TC01G021540	6947	AT1G52310	NM_124699.3	6883	6460	5296	6679	AT5G13030	7296	6914	5333	5870	6779	5032	6488	7572	5841	TC03G025580	5271	6110	TC04G019470	7367	6450	5656	KT377078.1	TC05G029300	6865	6430	5893	7128	5639	7024	6954	TC05G027690	TC03G012430	4806	7279	AT2G35130	TC09G017950	5918	TC09G004790	6667	5699	TC09G010970	6447	6398	6457	NM_001198514.1	4932	6226	5990	AT5G23940	5802	6893	TC06G016050	6051	TC09G009480	6284	6406	TC01G032610	6405	7331	KT377126.1	AT5G13520	TC02G026940	6550	7174	TC03G002530	5460	AT3G56940	6494	6036	5981	6114	5703	6299	5968	4757	5421	5940	5843	5206	5177	TC02G023190	5578	6004	5960	6544	AT3G24190	TC05G003200	6527	TC07G000500	6000	5034	TC09G026350	5366	7021	5702	AT1G63680	5733	KT377102.1	7628	AT2G01650	6713	KT377118.1	6383	AT5G55960	5138	AT4G38890	6164	7029	5348	4744	5428	6119	6500	6528	6797
FMN_104811_P006_WG10	0	2123	951	2319	0	3882	0	1408	4502	0	1606	1994	2333	1967	6476	0	989	1966	0	2372	0	2436	1089	1142	2196	0	1216	2139	0	2376	0	1744	982	3161	0	525	2230	705	659	862	0	959	874	0	1633	3004	0	3285	757	707	1613	0	977	2434	1632	0	0	1897	0	0	0	701	0	999	0	0	0	0	1689	0	0	1310	0	1585	2708	1400	2297	2883	0	0	0	2081	1829	1948	2614	1061	0	1265	0	1217	1138	2270	0	816	593	0	0	745	0	1499	1766	0	2655	632	625	1329	0	1274	0	2264	1351	0	2744	1074	0	1154	2679	2866	0	1649	2091	1429	1769	2568	2199	1472	1285	3230	1272	2340	2195	1672	1600	1461	2735	0	1079	533	1086	1094	1562	0	838	0	1194	1132	2049	0	0	2642	1742	1298	1410	3105	1507	832	1528	0	2898	0	0	1233	0	0	2167	1305	1257	1948	2013	3214	1995	1189	0	2280	2805	2378	1240	5062	1848	2814	624	1680	0	0	1125	0	0	2252	1613	1714	2073	0	796	0	0	0	790	2188	0	1191	1465	1951	0	1456	1518	784	1953	1421	2427	1207	1557	1145	1730	600	1294	1757	0	658	0	1566	1086	1548	1910	0	1332	5022	1748	2989	839	2083	1013	1612	0	879	765	1107	0	610	1771	1344	0	1814	2819	1128	1258	762	2838	1071	980	0	0	0	1648	0	590	2746	0	1460	0	0	0	777	1752	0	3037	1390	1651	1346	0	0	3142	0	1520	0	1517	0	0	0	1196	2538	2640	0	841	1433	0	0	671	1564	2909	2455	0	934	2120	1038	0	0	1574	2276	0	0	2936	2499	585	1509	1590	1243	1453	0	2355	0	4479	1897	841	593	1818	927	0	1421	1882	2598	3317	0	906	0	0	1697	2346	2219	1028	0	1706	477	1825	1946	3172	974	0	0	0	1093	1634	809	0	0	1467	0	2701	876	1106	0	4191	2519	1562	2545	2219	1302	0	2238	988	691	1070	2959	0	1055	0	2253	0	1966	0	2574	0	2532	652	1518	0	0	0	3576	2396	1148	703
FMN_104811_P006_WH02	1036	2094	909	3147	963	4809	0	2067	6059	2976	2198	2380	2792	2091	8140	1660	2499	2882	0	3589	991	3171	1252	3124	2950	0	2297	2959	0	4305	472	1901	2691	3453	0	1116	3056	0	1402	1435	2071	1058	1633	0	2191	2863	0	2294	2756	0	3695	1326	1648	2798	2637	0	0	2619	0	0	0	1171	0	1140	0	0	0	0	1968	0	0	1828	0	1769	2739	1875	2784	3612	1142	0	0	2495	2065	3057	2328	2480	0	1803	1064	1544	0	2687	0	2340	932	0	1209	0	0	1423	2749	0	3185	2132	1225	2150	0	1740	1666	3395	1554	0	3582	1112	1989	1393	3508	3955	0	1975	3206	1597	2385	2849	2638	1721	1522	4094	1875	3404	2803	2044	2398	1848	2928	0	3236	1697	1870	2153	1998	0	0	959	1373	0	2590	0	0	4083	2300	1827	2390	5039	2099	406	1643	2829	3034	0	0	2519	1094	0	2960	2183	1915	2775	2133	3452	2290	1393	0	3318	3220	3200	2651	5828	2504	3075	0	2047	1524	731	1229	0	1240	2461	2991	2285	2391	0	1389	0	953	1029	0	2504	0	1751	1551	1765	2156	2276	1860	1174	2686	2408	3240	1326	2085	3030	2082	0	1273	2068	0	2334	0	2780	2547	1929	2883	0	2475	6160	2236	3281	1398	2423	1514	1555	0	1492	1029	2244	0	948	2600	1584	1284	2860	3181	1608	1486	0	2724	1348	1003	0	0	0	2077	729	1086	3075	0	1940	0	874	0	1492	1828	831	3307	1743	2301	3423	0	0	3903	571	2266	1972	1721	2334	740	1689	1767	3031	3230	0	854	1931	0	900	0	1358	3533	4304	0	1268	2782	1692	0	1386	2377	2210	562	0	4669	3186	0	1998	2124	1632	1942	0	3111	0	5587	2970	1203	813	1970	745	0	1461	2494	2884	4079	0	2100	0	1007	2146	3188	2547	1136	0	2266	0	2765	4378	3455	0	0	0	0	1010	1960	0	0	0	1898	0	3651	1329	1511	0	4995	3706	1716	3291	2409	2291	0	2390	2410	1401	2915	3725	0	1360	0	2917	0	1900	0	3065	1314	3458	1041	2772	0	0	1058	4282	2761	1614	1521
FMN_104811_P006_WH03	0	1816	996	2293	0	2799	0	1070	4150	0	1174	1486	2171	2051	5752	0	0	1760	0	1809	0	2545	793	862	1834	0	549	1882	0	1985	0	1374	876	2649	0	540	1851	0	596	0	0	511	765	0	1274	2636	0	2959	1031	0	1053	0	483	1986	1312	0	0	1789	0	0	0	665	0	717	0	0	0	0	1390	515	0	861	0	970	2608	930	1727	2374	462	0	0	1470	968	1503	2167	0	0	1331	0	1321	429	2069	0	588	0	0	0	0	0	598	1318	0	2640	398	0	885	0	990	0	1921	987	0	2306	751	0	894	2048	1415	0	1592	1805	1077	1712	2059	2003	985	1290	2402	871	2104	1556	1545	1106	1102	2538	0	776	0	908	577	1279	0	0	0	800	0	1561	0	0	2318	1349	957	1027	2745	570	0	893	0	1811	0	0	1085	0	0	2428	1423	1057	446	1038	3080	1373	953	0	2042	2537	1992	1386	4231	1558	2469	0	1516	0	0	914	0	0	1581	1098	1500	1359	0	558	0	0	0	0	1579	0	933	1121	1202	508	787	873	0	1904	1081	2025	690	1227	0	1333	0	0	1366	0	857	0	1281	884	1342	1516	0	1062	4256	1753	1771	0	1911	1207	1381	0	656	579	1119	0	0	1890	0	529	1280	2719	783	815	0	2008	758	690	0	0	0	1509	0	0	2710	0	946	687	0	0	855	1365	0	2821	1268	1294	1261	0	0	2645	0	773	0	1242	0	0	0	814	2514	2095	0	0	1207	0	0	481	1658	2720	1732	0	0	1127	821	0	0	1336	1786	366	0	2511	2308	0	1048	1616	883	952	0	2137	0	4057	1655	490	0	2129	736	0	912	1420	2168	3041	0	651	0	456	1513	2409	1846	539	420	1414	0	1473	1702	2814	0	0	0	0	0	468	712	0	0	722	0	2357	576	866	0	3644	2196	989	2192	1481	1114	0	1651	493	951	968	2579	0	1310	0	1925	0	1322	0	2064	0	2175	0	0	0	0	0	2760	1597	917	0
FMN_104811_P006_WH05	0	2183	824	2399	0	4103	0	1924	3679	482	1750	2029	2317	2455	6873	847	1229	2065	0	2351	0	1949	923	1136	1887	0	892	2402	0	3148	688	1995	1126	3183	0	1093	2418	0	676	1155	815	1040	1461	0	1681	2595	0	3479	0	0	2528	0	1104	2556	1852	0	0	2022	0	818	899	1100	0	1290	0	0	0	0	1524	1149	0	1303	0	1035	3102	1471	1681	2679	0	0	1004	1882	1340	1959	2577	1754	0	1347	0	1814	576	2370	668	660	0	0	0	744	0	1886	2133	970	3191	1740	0	1416	0	1349	0	2294	1501	0	3352	978	0	1423	2506	3151	0	1699	2414	1525	1772	2627	2567	1509	1571	3451	1531	2581	2167	1920	1843	1665	2549	0	1305	0	1191	1270	1689	0	0	0	1133	739	2282	0	0	2354	1759	1184	1442	3921	1457	0	1737	956	2986	0	0	1315	0	0	2417	1395	969	2066	1417	3433	1771	1390	0	2309	2882	2142	1755	8907	1969	2917	709	1708	849	1414	1035	0	1172	2258	1312	1692	2384	0	831	0	0	0	0	2293	0	1283	1539	1941	684	1786	1330	802	2339	1498	2410	1181	1479	917	1678	0	0	1905	0	1135	0	1627	1349	1884	2071	0	1334	5025	1772	2002	0	2169	1476	1619	0	1142	775	2048	0	879	2464	0	1010	1965	2983	1345	1106	0	2523	1208	1363	0	0	0	1617	0	0	3061	0	723	1140	0	0	1159	2727	0	2487	1528	2009	1318	0	830	3255	0	1082	0	1503	0	0	1077	1259	3041	2561	0	808	1517	0	892	0	1602	3068	2672	0	0	1974	1082	648	0	2038	2447	0	0	3020	2823	584	1853	1896	1316	1652	0	2354	0	4817	2136	945	690	2221	821	0	1056	1909	2068	2324	0	1325	354	904	2287	2670	2520	516	0	2085	0	1806	2094	3010	906	0	0	0	702	1594	913	0	0	1434	0	2988	529	1405	0	4799	3336	1640	2502	1902	2042	0	2208	1174	1163	1217	3127	0	1280	0	1967	0	1984	0	2581	0	4500	969	657	0	0	0	3550	2105	1266	541
FMN_104811_P006_WH06	0	2036	854	2276	0	3846	0	1542	4415	0	1497	1749	2159	2099	6543	812	1483	1935	0	2193	0	2683	949	1356	2609	0	724	2315	0	3363	0	1484	730	3249	0	981	2329	0	942	1267	615	711	1197	0	1600	2859	0	3396	486	0	1756	0	887	2470	1713	0	0	1959	0	806	0	934	0	857	0	0	0	0	1644	996	0	1327	0	1355	2698	1093	2369	2636	0	0	964	1822	1408	2304	2525	2076	0	1160	0	1515	1029	2822	822	563	0	0	0	583	0	584	1880	0	3177	2202	0	1518	0	1223	0	2191	3473	0	2708	1159	0	1464	2542	3275	0	1546	2288	1383	2023	2402	2292	1214	1481	3025	1757	2735	2089	1786	1457	1452	2762	0	1634	900	1056	1000	1410	0	691	0	1047	0	2140	0	0	2590	1916	1220	1511	3031	1022	434	1582	1734	2723	0	0	1319	0	0	2247	1306	1562	2388	1654	3327	1834	1167	0	2362	2910	2527	1718	4329	1805	2668	776	1710	0	1174	1455	0	484	1733	983	1565	1705	0	912	0	0	0	0	2012	0	1076	1477	1768	974	1846	1352	981	2231	1612	2681	1498	1544	1168	1502	0	659	1664	0	993	426	1717	1028	1828	1923	0	1243	5029	1906	2484	0	1989	895	1487	0	1366	812	1871	0	0	1944	0	499	2022	2938	1394	1450	0	2611	890	1131	0	0	0	1604	0	391	2781	0	656	766	0	0	1188	2046	608	3098	1265	1446	1654	0	0	3132	0	987	0	1492	0	0	0	1125	3057	2415	0	668	1354	0	0	0	1779	3079	2986	0	604	2040	1005	1061	0	1623	2059	0	0	3035	2768	0	1679	1669	1086	1555	0	2193	0	4620	2289	863	470	2344	860	0	1367	1774	2834	4021	0	1259	0	685	2205	2564	2296	1089	0	1803	0	1541	1855	2822	0	0	0	0	0	1021	652	0	0	1155	0	2960	671	1248	0	4054	2741	1461	2475	1722	1904	393	1982	1186	1075	1298	2710	0	1879	0	2302	0	1718	515	2327	0	4323	0	1227	0	0	0	3101	2186	1033	0
FMN_104811_P006_WH08	0	1945	856	2444	0	3213	0	1381	4310	0	1208	1702	1923	1875	6606	806	1061	1749	0	1650	0	2385	491	1992	1580	0	669	2041	0	2167	0	1422	766	3106	0	747	2112	0	705	806	0	564	930	0	1401	2941	0	3047	0	0	1763	0	646	2417	1725	0	0	2237	0	505	0	831	0	932	0	0	0	0	1564	645	0	1738	0	1403	2456	1358	2239	1952	0	0	880	1492	1147	1626	2377	1296	0	1130	0	1575	926	2205	685	417	0	0	0	0	0	591	1956	484	2213	1488	0	1604	391	992	0	2183	1189	0	2554	841	0	1202	2398	3553	0	1031	2262	1098	1593	2209	2051	1047	1239	2736	1465	2339	2073	1737	1094	1242	2526	0	721	963	1251	1042	1274	0	0	0	1028	475	1951	0	0	2247	1351	935	1292	2808	835	553	1258	977	1934	0	0	1009	0	0	1966	1176	1049	2074	703	2955	1462	1007	0	2292	2683	2091	1583	5172	2067	2582	887	1589	0	1147	637	0	0	2530	2008	1347	1897	0	604	0	0	0	962	1733	0	1018	1490	1774	519	1554	1214	488	1874	1047	2263	1275	1234	1400	1247	0	0	1368	0	1080	0	1589	747	1488	1781	0	1188	4693	1697	2287	0	1759	552	1575	0	963	653	1523	0	0	1585	515	0	1856	3255	1078	1036	0	2033	869	952	0	0	0	1481	0	0	2527	0	806	643	0	0	871	1717	491	2737	1108	1432	1316	0	510	2884	0	898	0	1287	0	0	0	1021	2425	2241	0	603	1046	0	0	0	1322	2928	2914	0	0	1494	701	537	0	1396	1682	0	0	3155	2690	0	1416	1509	1308	1508	0	2027	0	4457	2196	477	0	1615	690	0	1177	1724	2458	3004	0	1154	431	623	2357	2412	2123	823	0	1758	0	1691	1813	2777	0	0	0	0	494	477	771	0	0	867	0	2580	626	888	0	3975	2682	1308	2095	1743	1734	0	2046	965	824	1035	2825	0	1388	0	2094	0	1857	0	2288	0	2469	451	762	0	0	0	3501	1826	1005	721
FMN_104811_P007_WB09	531	1778	376	2533	536	3461	0	1238	5229	1466	1569	1650	1515	1743	6650	0	890	1754	0	2464	295	2320	675	1845	2152	0	1449	2043	0	2436	0	1019	1035	2787	0	0	2070	0	865	814	1351	560	1006	0	1737	2150	0	2360	1683	0	2596	396	665	2338	1234	0	0	2083	0	0	0	604	0	878	294	0	0	0	1427	0	0	1054	0	1004	1984	1061	2354	2201	743	0	667	1701	1293	2034	2039	1290	0	1466	383	1159	0	1715	483	451	1129	0	591	0	0	888	1830	0	2362	1459	373	1108	0	1107	762	2474	1000	0	2892	238	530	1266	2148	2960	0	1492	2118	950	1659	1565	2236	1180	1285	3010	973	2777	1967	1625	1532	1616	2426	0	2072	699	1300	1114	1555	0	728	789	980	0	2172	0	0	3230	1958	866	1197	2937	1315	799	1590	372	2428	0	0	1498	0	0	1991	1297	1459	2266	1728	2997	1559	975	0	2685	2996	2564	1241	4785	1483	2421	364	1528	692	0	430	444	1943	1799	1805	1511	1656	0	635	0	406	679	640	1912	0	1141	1096	1291	874	938	1320	477	1939	1248	2104	694	1219	1352	1451	617	952	1253	0	1513	0	1462	1008	1357	1929	0	1270	5174	1794	2577	708	1825	524	752	0	1147	654	854	0	1105	1489	1008	742	1579	2559	1175	766	0	1573	533	645	0	0	0	1373	0	349	2516	0	630	0	558	0	553	1434	0	2534	462	1485	1810	0	0	3491	489	1289	1171	850	1363	0	294	914	1715	2070	598	423	1316	0	910	0	780	2620	2712	0	918	1418	1111	0	895	1615	1946	0	0	3325	2398	0	1193	1497	854	1267	591	2246	0	4527	2214	631	0	1608	604	0	1531	1651	2356	2639	0	1033	372	780	1217	2623	1900	737	473	1386	0	1654	2905	2658	0	0	0	0	0	1288	515	0	0	922	0	2801	657	1007	0	3270	2770	1188	1992	1832	1628	496	1497	1082	850	1562	2378	0	746	0	2161	0	979	0	2329	688	2876	0	1528	0	0	486	2612	2019	996	933
FMN_104811_P007_WE03	0	1965	0	2119	0	2771	0	1253	4248	0	1184	1581	1276	1927	6431	899	815	1632	0	2023	0	2240	0	1112	1923	0	489	1916	0	2027	0	1389	839	2851	0	0	2068	269	633	834	584	0	820	0	1246	1699	0	3181	0	0	1229	0	856	2007	1463	0	0	2717	0	0	0	813	0	791	0	0	0	0	1145	581	0	919	0	1456	2492	769	2147	2609	0	0	0	1620	1068	1444	2237	0	0	1207	0	1381	375	2208	0	473	0	0	0	0	0	0	1652	0	2479	0	0	1161	0	944	0	2012	0	0	2562	604	0	1049	2279	2636	0	1431	2077	1108	1554	1875	2033	1100	1230	2409	1403	2251	2076	1446	1296	1063	2540	0	928	0	801	950	1496	0	0	0	1014	0	1946	0	0	2425	995	1043	1251	2931	934	0	1144	0	1859	0	0	807	0	0	2107	1026	1299	1273	1237	2969	1415	1271	0	2049	2607	2213	1184	4415	1534	2676	313	1753	299	0	629	0	0	1636	1379	1307	1696	0	535	0	0	0	329	1807	0	1004	1222	1295	0	749	1108	585	1742	1314	2098	919	956	621	1610	0	502	1483	0	482	0	1414	0	1362	1781	0	981	4740	1639	1986	678	1834	378	1093	0	963	476	1463	0	379	959	0	0	1641	2569	993	864	0	2250	646	607	0	0	0	1440	0	0	2678	0	247	626	0	0	0	1309	0	2955	1057	1339	1274	0	347	2748	0	1001	0	1224	0	0	0	948	2005	2059	0	429	1145	0	0	0	1272	2870	1963	0	361	1788	657	459	0	1494	2072	0	0	2641	2652	0	1361	1600	824	1215	0	2071	0	4447	2188	555	569	1653	670	0	1327	1590	2567	2716	0	806	0	0	1524	2488	2092	708	0	1665	366	1793	1615	2759	0	0	0	0	1037	701	789	0	0	867	0	2402	0	820	365	3518	2421	1050	1716	1749	892	0	1639	744	705	566	2530	0	943	0	2092	0	1890	0	2212	0	2362	0	477	0	0	0	2931	1779	913	0
FMN_104811_P007_WH07	0	1899	644	2293	0	3182	0	1131	4182	0	1184	1541	937	1668	5984	418	682	1455	0	1779	469	1775	423	965	1554	0	533	1789	0	1913	257	755	0	2827	0	382	1921	0	653	764	536	552	853	0	1144	2271	0	2724	0	0	1535	0	738	2064	1394	0	0	1831	0	694	0	0	0	631	0	0	0	0	1357	0	0	952	0	941	2334	595	2081	2121	0	0	604	1517	937	1200	2314	558	0	694	0	1065	441	2032	541	474	0	0	0	374	0	951	1616	0	2173	0	401	824	444	857	0	1673	802	0	2369	641	0	991	1946	2068	637	1446	2044	967	1466	1683	2084	1147	1085	2028	1010	2078	2028	1527	1260	1057	2586	0	619	784	727	703	1340	0	0	0	891	0	1734	0	0	2203	1602	848	1212	1863	983	332	835	0	1862	0	0	858	0	0	1510	917	1070	1593	697	2998	1420	896	0	1973	2598	2196	1134	4127	1271	2622	679	1429	0	274	673	0	0	1410	1275	1358	1382	0	631	0	0	0	403	1642	0	786	1160	1755	377	1350	887	641	1897	1107	1889	524	1011	1033	1091	0	0	1573	0	507	0	1341	881	1092	1859	0	1321	4557	1658	1946	521	1716	968	1442	0	0	568	1042	0	494	1255	0	463	1397	2356	809	728	0	1677	726	0	0	0	0	1534	0	0	2604	0	1017	0	0	0	719	1242	0	2710	975	1263	934	0	220	2528	0	550	430	1079	0	0	0	939	1378	1895	0	608	1144	0	0	0	867	2552	1703	0	492	1578	848	0	364	1412	1779	0	0	2361	2598	471	1165	1196	908	1222	786	2040	0	4425	1600	669	0	1583	712	0	1107	1577	2390	2591	0	875	0	0	1522	2233	1883	643	0	1431	0	1549	1548	2720	0	0	0	0	581	370	577	0	0	684	0	2108	0	793	0	3080	2301	1252	1457	1613	967	0	1581	581	641	843	2565	0	1187	439	2046	0	1504	0	2342	748	2027	347	984	0	0	0	2563	1585	807	435
FMN_104811_P007_WH08	0	1678	594	2135	0	3035	0	1045	4047	0	1091	1579	806	1640	5568	532	568	1354	0	1728	407	2145	332	750	1472	0	423	1756	0	2011	0	543	0	2791	0	323	1713	0	498	652	381	364	667	0	1030	2164	0	2507	208	0	1445	0	573	2010	1448	0	0	1488	0	549	0	362	0	547	0	0	0	0	1219	0	0	688	0	836	2067	415	1749	2370	0	0	606	1369	862	1104	2127	701	0	657	263	1069	404	1970	0	453	0	0	0	376	0	1031	1266	0	2248	0	326	911	380	764	0	1661	646	0	2284	636	0	1034	1925	2184	486	1304	1700	961	1334	1482	1911	976	961	1759	816	2082	1690	1347	912	1033	2351	0	449	364	598	614	1134	0	0	0	879	0	1781	0	0	1983	1480	694	1035	1495	875	342	891	0	1647	0	0	848	0	0	1354	894	905	1292	925	2831	1120	837	0	1948	2404	2057	1062	3760	1395	2415	455	1423	0	510	378	0	509	1553	1487	1233	1645	0	527	0	0	0	518	1617	0	838	959	1525	306	691	847	373	1561	1002	1847	598	939	860	1286	0	0	1374	0	485	0	1199	839	1016	1615	0	1139	4334	1433	1752	479	1530	640	932	0	0	395	976	0	300	1082	0	531	1200	2046	765	688	357	1747	556	0	0	0	0	1122	0	0	2437	0	869	0	0	0	511	979	0	2670	1015	1024	1010	0	281	2374	0	557	267	969	0	0	0	698	1475	1653	0	488	1076	0	0	0	845	2417	1575	0	491	1187	706	0	444	1213	1835	0	0	2635	2481	306	1024	1185	719	949	643	1851	0	4085	1372	592	0	1422	530	0	1056	1475	1983	2505	0	671	0	0	1147	2156	1605	584	0	1239	0	1270	1339	2383	0	0	0	0	755	262	397	0	0	763	0	2247	0	643	0	2677	1932	1020	1531	1495	745	0	1282	540	409	493	2400	0	1111	0	1865	0	1354	0	2081	332	2224	0	739	0	0	0	2244	1506	694	559
FMN_104811_P009_WA01	0	1925	688	2241	0	3569	0	1077	4150	0	1338	1603	1133	1797	5908	504	1172	1777	0	1771	0	2277	664	1036	1382	0	458	1915	0	2116	0	875	460	2657	0	562	2019	0	773	822	323	506	728	0	1376	3042	0	2850	0	0	1471	0	627	2301	1465	0	0	1833	0	340	0	730	0	820	0	0	0	389	1529	364	0	1318	0	1376	2457	582	2056	2306	359	0	743	1580	1017	1431	2186	1267	0	975	0	1250	342	2242	840	313	0	0	0	469	0	835	1625	0	2986	1383	0	1124	0	1020	0	1867	1002	0	2428	992	237	1162	1693	2564	0	911	2036	979	1565	1578	2083	1115	1184	2388	1400	2251	1833	1602	1188	1211	2588	0	997	660	964	828	1256	0	362	0	940	365	2125	0	0	2484	1357	823	1111	2179	1173	293	968	981	2044	0	0	911	0	0	1816	917	1448	2122	946	3000	1411	1006	0	2325	2608	2334	1299	4041	1545	2670	449	1262	0	354	816	0	406	1639	1386	1426	1967	0	671	0	0	0	386	1766	0	674	1325	1593	501	828	910	465	1940	1187	1985	1983	901	1255	1386	0	621	1629	0	789	0	1349	634	1309	1952	0	1063	4630	1882	1770	0	1722	795	865	0	961	639	1153	0	669	1598	743	731	1434	2698	978	751	0	2043	734	710	0	0	0	1357	260	0	2491	0	501	694	0	0	798	1959	497	2977	1385	1165	994	0	0	2854	0	963	0	948	0	0	0	1061	2186	2066	0	680	1311	0	300	311	1377	2720	2211	0	0	1481	1100	444	0	1491	1732	0	0	2859	2778	238	1367	1576	860	1411	609	1837	0	4402	1785	708	515	1837	705	0	1048	1775	2279	3005	0	778	0	476	1423	2529	1958	910	0	1364	0	1310	1737	2629	0	0	0	0	275	1128	343	338	0	1134	0	2391	352	899	0	3585	2656	1170	1964	2969	1596	0	1588	889	673	878	2543	0	1226	0	2240	0	1657	0	2184	0	2489	0	0	0	0	0	2841	1579	745	814
FMN_104811_P009_WA02	0	1501	403	1917	0	2436	0	921	4013	0	1050	1221	799	1584	5512	343	837	1583	0	1603	0	2161	0	794	1438	0	299	1659	0	1703	0	430	369	2694	0	0	1762	0	406	581	0	0	629	0	1298	1438	0	2370	0	0	936	0	366	1908	1154	0	0	1433	0	0	0	495	0	484	0	0	0	0	1206	553	0	680	0	804	1862	413	1803	1523	0	0	520	1175	1021	1200	1955	509	0	644	0	984	0	1887	0	0	0	0	0	0	0	238	1296	0	2044	733	0	539	0	642	0	1520	697	0	2148	518	0	771	1803	1759	0	1098	1680	805	1296	1164	1755	838	855	1548	818	1782	1170	994	868	879	2301	0	441	328	463	554	1066	0	0	0	453	0	1599	0	0	2021	1247	651	955	1500	407	0	892	381	1568	0	0	651	0	0	876	526	856	892	480	2750	1044	621	0	2001	2346	1938	1009	3344	1181	2264	0	1353	0	0	594	0	0	1142	501	1119	1444	0	452	0	0	0	0	1559	0	690	996	918	0	1086	772	368	1586	980	1805	617	938	630	931	0	0	1187	0	604	0	1183	0	1150	1519	0	1072	4306	1438	1220	0	1486	0	1036	0	513	465	559	0	0	404	0	0	1240	1725	717	613	0	1463	537	549	0	0	0	964	0	0	2219	0	0	260	0	0	525	631	0	2623	757	895	821	0	0	2648	0	413	0	700	0	0	0	669	1546	1628	0	0	931	0	0	0	814	2336	1358	0	0	746	726	0	0	1143	1577	0	0	2276	2388	0	965	1087	602	988	0	1568	0	4242	1652	0	345	1235	659	0	935	1433	1849	2135	0	649	0	0	1213	2124	1743	558	0	1183	0	1297	1504	2539	0	0	0	0	0	0	387	0	0	521	0	1817	0	633	0	2891	1760	1088	1046	1462	611	0	1059	541	398	604	3081	0	781	0	1848	0	1381	0	2129	0	2062	0	0	0	0	0	1660	1490	886	0
